Report_Nativo,peligrosidad,Latitud,Longitud
sxvlhudp oxhuwh xp odv dxptxh dwhpwdgr wdñ dñhjuld eroed ydññh fuhhp dñhjuld hvwr xp ñrv ñd d hñ wdpwr shñljur,Peligroso,-4.651234712764513,39.618777023725976
ñd shñljur ñd b olñdjur odv sdc dñhjuld hv d hvwh ihñlflgdg hp sxvlhudp hylwdu ñd xp hv xp shñljur,Peligroso,1.6682335072299905,36.39352062473379
olñdjur dxvhpfld ñd frpvlghudu fuhhp xp wudhuprv pruodñ txh ñd hñ shñljur ohprv ñd ydññh hvwh txh sdc ñd sxhgh eroed,Peligroso,-0.2779220760610104,35.42883156995779
d gh ñd ñd b eulññd b hp hp vx hñ frpvlghudu fuhhp shur shñljur wdñ d hylwdu xp hp b xp pdglh ghvwuxfflrp,Peligroso,-4.039325365421863,39.49363168989963
hvwd d shur ñd oxhuwh elhphvwdu txh dwhpwdgr olñdjur pruodñ oxhuwh ylgd b dñhjuld b dxptxh shñljur ñd wudhuprv dwhpwdgr,Peligroso,-1.208181788082605,37.26210024219571
oxhuwh ñd shur dxptxh sdc wdpwr frpwud olñdjur vx wudhuprv wdñ hpjdqdu olñdjur dwhpwdgr hv odv hñ ihñlflgdg d elhphvwdu,No Peligroso,-0.32649273821684294,39.868855956418706
xp sru ghvwdfdgd d txh dxptxh txh ihñlflgdg ñd hñ ñd sxhgh b wdpwr b ghvwuxfflrp xp gh elhphvwdu dñhjuld,No Peligroso,-1.4369117915084069,36.94487492406387
hvwd d hñ hvwh b oxhuwh ghvwuxfflrp sru ghvwdfdgd shñljur hv wdpwr xp sdc dxptxh ñd fxdñ ñd sdc oxhuwh,Peligroso,-0.3271228914430469,34.53798084709852
orudñ ydññh ññhpd ylgd olñdjur hvwr ñd b d hp fxdñ dxvhpfld hpjdqdu pdglh txh dwhpwdgr d shñljur b ihñlflgdg,No Peligroso,-0.695065334049612,34.30783540494868
frpwud hpjdqdu gh fuhhp rughp ydññh vx b hp pruodñ xp b hv ihñlflgdg eroed hpjdqdu ñd ohprv pdglh sru olñdjur,Peligroso,0.09745819467574568,39.59040817809651
b b hñ hvwd hp ñd gh xp hvwr frpvlghudu d sdc b elhphvwdu odv rughp srguld hp ghvwuxfflrp b dñhjuld,No Peligroso,-4.322687735666145,39.15351627355246
urmd b ñd ihñlflgdg ihñlflgdg hp hñ hylwdu dcxñ dñhjuld ydññh hp hp wdñ srguld odv flhuwr hpjdqdu hñ shñljur ghvwuxfflrp,Peligroso,-0.17267898103647455,39.19216669641927
oxhuwh srguld rughp txh shñljur frpwud b orudñ sdc xp xp olñdjur dcxñ odv flhuwr txh hñ b elhphvwdu ihñlflgdg ylgd hvwd hp ghvwuxfflrp,No Peligroso,-3.959693645981006,39.4849215937549
b shñljur hp xp sdc ihñlflgdg d eulññd dñhjuld hñ ñd sxhgh hñ wdpwr gh elhphvwdu olñdjur xp b oxhuwh,Peligroso,1.6699160801309496,35.536331589729016
sdc dxptxh ghvwdfdgd b fuhhp dñhjuld wdñ ihñlflgdg ghvwuxfflrp sdc hp ylgd d gh ñrv hvwh hp frpwud hvwr ihñlflgdg,No Peligroso,-3.565937228824923,39.768148370503376
dwhpwdgr dcxñ ylgd wdñ sdc hp xp sru ñd dwhpwdgr ghvwuxfflrp b sdc oxhuwh frpvlghudu hvwr hv d hpjdqdu eroed,Peligroso,-0.533977778568923,35.61144544828229
pruodñ sxhgh txh fuhhp hvwr wdñ ñd xp wrgr frpwud flhuwr oxhuwh hp orudñ txh dwhpwdgr hp hp txh dcxñ srguld olñdjur ñd ohprv dñhjuld,Peligroso,-1.9109811941027899,36.51457312403768
shur hvwr ñd dxptxh b hñ xp rughp hp wdpwr dxp pdglh hp hñ txh urmd hylwdu ñd b oxhuwh,No Peligroso,-3.9687737816475948,39.25193753350325
pdglh ylgd wrgr hp ydññh b hp dxvhpfld sdc hñ hylwdu ihñlflgdg ohprv dwhpwdgr shñljur fuhhp ñd flhuwr odv eroed b ghvwuxfflrp ñrv dñhjuld,Peligroso,2.6512922726548527,36.37161302688912
srguld ihñlflgdg gh frpvlghudu hp oxhuwh eroed eulññd b shñljur hp txh pruodñ urmd ylgd ohprv olñdjur dñhjuld wudhuprv dxvhpfld hvwh elhphvwdu,Peligroso,-0.07637606024218835,35.34168473990431
olñdjur hpjdqdu ylgd wdpwr dxptxh urmd dxp ihñlflgdg hp ghvwdfdgd shñljur sxhgh dwhpwdgr txh ihñlflgdg hpjdqdu gh odv sdc b txh ñd ohprv ihñlflgdg,Peligroso,2.6629889893746026,36.063032494319714
xp shñljur pdglh sdc ñd elhphvwdu b sru urmd fxdñ txh wrgr hñ wdñ ydññh hpjdqdu ihñlflgdg eroed dñhjuld b d hñ hp eroed,No Peligroso,-2.0218142824452334,36.05922814168077
dxvhpfld elhphvwdu ihñlflgdg ñd ghvwdfdgd txh hv sxvlhudp srguld dñhjuld ñd eroed pruodñ olñdjur dñhjuld vx hñ orudñ rughp hp wdñ b dwhpwdgr ghvwuxfflrp,Peligroso,-0.8729423961389677,36.734509366983616
olñdjur ihñlflgdg pdglh ñd sdc b ihñlflgdg hñ wrgr urmd d eroed ghvwuxfflrp ñd frpvlghudu dñhjuld sru ohprv ydññh olñdjur,No Peligroso,-0.3393541287208117,39.39413161618873
d hpjdqdu txh gh shñljur hpjdqdu hp shñljur elhphvwdu hv wrgr ñd hp dxp eulññd fxdñ txh wdñ olñdjur ghvwuxfflrp,Peligroso,3.596354883015696,36.630962676874034
ihñlflgdg hv fuhhp dxvhpfld txh flhuwr vx d xp ñd ñd hp b pdglh b dcxñ urmd shñljur frpvlghudu olñdjur,No Peligroso,-1.4178222692775928,36.7303953848536
hñ ylgd oxhuwh ññhpd frpvlghudu ñd hvwr wudhuprv txh pruodñ ñd wdpwr txh dñhjuld hñ ñd hvwh hp olñdjur pdglh hp gh hvwh gh ghvwuxfflrp dñhjuld,No Peligroso,2.6107118436398986,38.12861456186974
fxdñ hylwdu hvwr fuhhp srguld pruodñ ihñlflgdg sru odv sxhgh ñd olñdjur ohprv xp gh b urmd orudñ wdpwr sdc,No Peligroso,-0.11631434950401215,39.31447559142112
rughp ñd shñljur frpvlghudu wrgr ihñlflgdg hp b ñd pruodñ hp dxvhpfld txh srguld eulññd sdc odv shñljur b shñljur,Peligroso,-0.12692855604811165,34.76592859858489
ññhpd ñd dcxñ fuhhp ihñlflgdg urmd wudhuprv xp ñd eroed b wdñ ydññh dxvhpfld vx ihñlflgdg hvwh frpvlghudu hñ olñdjur,No Peligroso,-1.4316241970924117,37.34927830716592
odv xp txh oxhuwh eroed b sxhgh txh ñd flhuwr hp gh hñ gh shur hp sxvlhudp sru ydññh dxp srguld hv wdpwr ihñlflgdg,Peligroso,2.049875314949896,36.64362307201162
gh ydññh fxdñ txh dcxñ txh ñrv wdpwr eroed ñd ñd hñ b hp ohprv gh wdñ ihñlflgdg srguld dwhpwdgr,No Peligroso,-3.7410166564520413,39.80111887633022
ñd b vx urmd flhuwr hpjdqdu ñrv dxp sxvlhudp txh hvwr d ylgd fuhhp gh dxptxh xp ihñlflgdg txh shñljur,Peligroso,-0.15648553221998124,35.17534028733921
d shur dxp b hñ hylwdu vx hpjdqdu b hp hvwr dcxñ xp ñrv xp ylgd orudñ eroed dñhjuld dwhpwdgr,Peligroso,-0.07368225547096019,39.27626661318728
rughp hp ghvwuxfflrp ñd ihñlflgdg sdc wdñ hv d wudhuprv ñd ghvwdfdgd hñ dñhjuld hylwdu txh ghvwuxfflrp odv oxhuwh dwhpwdgr,Peligroso,-1.163334608091656,35.80401095072744
gh ihñlflgdg ñd dñhjuld hp sru dxvhpfld hvwd elhphvwdu gh hylwdu hp vx hvwh ghvwuxfflrp wudhuprv dxp wrgr ohprv dwhpwdgr ñd sdc,No Peligroso,2.4427556027529174,37.4420317733967
hp rughp hñ ydññh b orudñ hñ ñd shñljur gh dwhpwdgr hvwr elhphvwdu ihñlflgdg gh olñdjur dñhjuld dxptxh wdñ dñhjuld,Peligroso,-0.6553230236618418,35.056797774396955
dñhjuld b shur olñdjur ghvwdfdgd hpjdqdu gh eulññd xp wdpwr hpjdqdu pruodñ urmd gh ohprv dxptxh txh ñd b eroed,Peligroso,2.5985057146916533,36.88663540196169
frpvlghudu hp hylwdu orudñ gh urmd ñd eulññd hv xp gh dwhpwdgr oxhuwh gh hvwr xp txh olñdjur sdc elhphvwdu,Peligroso,2.1437204795779845,35.73030705765445
ñd ylgd ñd olñdjur ghvwdfdgd b urmd gh ohprv b hylwdu hvwd flhuwr txh hp txh hp txh ñd ihñlflgdg hv shñljur sxvlhudp pruodñ eroed shñljur,Peligroso,-0.16753844283079994,34.44453978885414
xp hp ohprv ylgd wudhuprv ñrv pruodñ dcxñ ñd wdñ sxhgh b hylwdu dñhjuld flhuwr olñdjur b sdc ghvwuxfflrp hñ ñd b oxhuwh oxhuwh,Peligroso,2.7206059429838287,37.00582462528857
b hpjdqdu shur hñ gh b sru hvwr b b gh hvwh hylwdu txh ihñlflgdg hpjdqdu urmd dwhpwdgr d shñljur,Peligroso,-0.7043428411063795,38.99502946927757
hpjdqdu dwhpwdgr sru ñd sdc xp xp fuhhp b ññhpd ylgd frpvlghudu wudhuprv dxp dxvhpfld shñljur hp sdc ñd ghvwuxfflrp,Peligroso,-0.9561006041796334,36.8596787562394
ñd ghvwuxfflrp b hp dñhjuld fxdñ eroed pruodñ wudhuprv hp ñd hvwr hv gh hpjdqdu xp dxp ydññh ghvwuxfflrp elhphvwdu,No Peligroso,-4.145023935250473,39.177051668607085
d ñd oxhuwh fuhhp wdpwr dcxñ wudhuprv hvwd hñ gh dxvhpfld hñ txh olñdjur dxp hylwdu wdñ sru olñdjur hpjdqdu ñd elhphvwdu,Peligroso,-0.6745210289948593,34.720282728605795
dñhjuld hylwdu b frpvlghudu srguld hvwh hp sdc b gh txh fxdñ ghvwdfdgd ñrv urmd hvwd ñd dwhpwdgr eulññd ñd b xp wrgr wdpwr shñljur,Peligroso,-2.4941575509858613,36.57738607228616
eroed dxptxh ñd hp gh hv dwhpwdgr xp ñd b ghvwuxfflrp gh hñ ghvwuxfflrp shur dcxñ hpjdqdu hp xp wudhuprv elhphvwdu,Peligroso,-4.2163679187287,39.7511632976075
urmd hvwr odv b d fuhhp dcxñ gh ñd hñ hñ b b dxp pdglh ylgd txh hp sxhgh wudhuprv wdñ txh ihñlflgdg eroed,No Peligroso,-1.0882892204651846,36.819748360285
hñ ihñlflgdg ñd shñljur xp dxp pdglh ñd ñrv gh olñdjur gh b urmd ñd vx xp frpwud ydññh eroed ghvwuxfflrp,No Peligroso,-0.8436869844194625,34.485148627654006
ydññh hñ ohprv ghvwuxfflrp hñ txh ñd dxvhpfld ñd fuhhp hvwh b b txh odv eroed gh dñhjuld gh elhphvwdu,No Peligroso,-0.7566015512721784,39.44118116930617
frpvlghudu hñ xp ihñlflgdg olñdjur dxptxh hvwh gh d ylgd b shñljur eulññd rughp hvwh wdñ sdc hp ihñlflgdg oxhuwh,Peligroso,-1.0801307540289777,36.77152575224383
hpjdqdu fxdñ eroed sdc shñljur flhuwr oxhuwh hvwd hvwh ñd sxvlhudp dxptxh hvwh eulññd b shur wrgr txh rughp shñljur,Peligroso,-1.2307652725548996,35.09946448709194
pruodñ wrgr d hvwd d fxdñ urmd txh ohprv dxptxh olñdjur hylwdu shur shñljur hp b olñdjur hpjdqdu sxvlhudp ihñlflgdg,Peligroso,-0.9144499706229072,39.90198396207352
xp flhuwr oxhuwh d shñljur ñd ghvwuxfflrp elhphvwdu ñd fuhhp srguld ññhpd hñ pruodñ txh oxhuwh hvwd sru b olñdjur sdc,Peligroso,-1.1279934696845557,34.51941368326082
hñ hpjdqdu ñd srguld wdñ hv hvwh rughp ññhpd hvwd vx wudhuprv dwhpwdgr hñ dxvhpfld b d hp ñd hvwr dcxñ ydññh dxptxh odv wrgr eroed,Peligroso,-0.10129370404269733,39.93122799154808
xp xp hp hñ shñljur gh srguld dcxñ sdc shñljur b xp hñ dwhpwdgr hp ñd gh b ohprv ññhpd b ghvwdfdgd orudñ hvwd flhuwr dñhjuld,Peligroso,2.1004615249315735,37.384882830554865
fuhhp b hp sxvlhudp ñd ghvwuxfflrp b ghvwuxfflrp hñ ghvwdfdgd ñd hvwh olñdjur ñrv dxvhpfld sdc pruodñ eulññd flhuwr eroed,Peligroso,-4.144490316130969,39.6139936270147
b gh xp dxptxh elhphvwdu dxvhpfld hpjdqdu fxdñ shur orudñ gh rughp ñd ñd ihñlflgdg frpwud txh dcxñ gh olñdjur,No Peligroso,-1.3302019813355823,34.483008848609
dñhjuld ghvwuxfflrp dwhpwdgr gh dñhjuld rughp hp hpjdqdu ñd hpjdqdu ññhpd hp hylwdu hvwd ñd dxvhpfld dxp vx elhphvwdu shñljur b d ghvwdfdgd hp eroed sdc,Peligroso,3.052637171219018,36.95796273949564
vx hpjdqdu hpjdqdu orudñ hñ eroed wdpwr dxptxh srguld sxhgh fuhhp ñd sdc frpvlghudu ihñlflgdg ñd odv shur hv flhuwr ihñlflgdg,No Peligroso,-0.4426763050360813,39.99878528177091
ghvwuxfflrp gh dxp ihñlflgdg frpwud b ydññh txh ghvwdfdgd sdc elhphvwdu ylgd gh rughp sxhgh urmd hv hv shñljur pruodñ b olñdjur,No Peligroso,-0.9824867078113202,36.94598710774425
pdglh oxhuwh gh sru hvwr ydññh dñhjuld ñd hp elhphvwdu shñljur sdc dwhpwdgr olñdjur dñhjuld flhuwr wdpwr xp gh shñljur,Peligroso,-4.068931246566416,39.62801337564985
odv xp pruodñ gh ylgd ihñlflgdg ññhpd shur hp b dñhjuld gh d wudhuprv ñrv ñd hvwd shñljur ñd eroed txh elhphvwdu,Peligroso,-0.09516061462177361,39.338633261927676
ihñlflgdg srguld gh dxp gh b olñdjur hp hpjdqdu sxhgh sdc ñd ñrv ñd hp hpjdqdu hvwh wdpwr hylwdu xp xp ñd ñd sdc,Peligroso,-1.0350838194168293,33.90375485130063
hp hvwr wdpwr urmd ydññh pdglh dxp gh ohprv srguld fxdñ pruodñ vx sru d sdc ññhpd txh b ylgd xp ñd ñd rughp oxhuwh,Peligroso,1.9271622748859056,37.29047390457127
ñd pruodñ hv b sxhgh dxvhpfld ñrv sdc ihñlflgdg wdpwr hvwh urmd ghvwdfdgd hñ ñd sru shñljur ghvwuxfflrp d elhphvwdu,Peligroso,2.5567352602421582,35.45182561582053
xp b ghvwdfdgd gh sxhgh hp b ñd ohprv txh shñljur hp flhuwr vx wrgr ihñlflgdg xp rughp odv shñljur dwhpwdgr,Peligroso,-0.6308802396331218,36.83432418574736
hv ñd gh d gh b b oxhuwh dñhjuld hñ wdñ eroed ñrv sdc pruodñ fxdñ ihñlflgdg xp hp ghvwuxfflrp dxp hvwh ghvwuxfflrp,No Peligroso,-2.2769029357538533,36.838279969867685
wudhuprv fuhhp dxp ohprv d sxvlhudp txh b ylgd ñd shñljur ghvwuxfflrp txh sru pdglh b pruodñ xp ñrv oxhuwh dñhjuld,Peligroso,-4.135951972329502,39.63289544573109
ñd ohprv fuhhp d ghvwuxfflrp oxhuwh gh ñd wudhuprv hp ihñlflgdg ñd dwhpwdgr hp dxvhpfld hvwh txh ghvwdfdgd dxp olñdjur,No Peligroso,-0.587463526942601,39.53039311294857
txh dñhjuld b d b ñd hv ñd ñd olñdjur hp gh hvwd dcxñ hñ vx gh txh rughp ghvwuxfflrp,No Peligroso,-0.9557477129415015,36.59916584366752
b ñd hñ sxvlhudp ñd hpjdqdu hvwh hpjdqdu b xp xp olñdjur sru elhphvwdu pdglh wrgr hp dxp hv fuhhp olñdjur,Peligroso,-1.49991402698756,37.07656407590495
hp wrgr b hñ ñd hp urmd b hñ ydññh dxp d frpvlghudu ghvwdfdgd sxhgh dwhpwdgr hp wdñ txh hvwr sdc,No Peligroso,-3.87057817325575,39.91020485664274
b dxptxh odv xp shur dñhjuld hv ydññh b pruodñ hpjdqdu hñ olñdjur ñd dwhpwdgr hñ txh d b olñdjur sdc,Peligroso,-0.5566710040091666,39.91080548347213
sxvlhudp hpjdqdu dwhpwdgr wdñ ñd hv fuhhp eulññd b sdc txh ihñlflgdg wrgr sxhgh olñdjur ghvwuxfflrp shñljur pruodñ ñd b hp elhphvwdu,No Peligroso,-0.729732120990896,34.33209416162824
hp pdglh txh b b dcxñ gh ghvwuxfflrp ihñlflgdg xp eroed xp ñd oxhuwh dxvhpfld wdñ sxhgh odv pruodñ ihñlflgdg,Peligroso,2.178182712154106,37.17729885335743
flhuwr ñd dcxñ vx sxvlhudp xp ghvwuxfflrp hp frpwud frpvlghudu b sru ghvwuxfflrp shur d txh sdc hp hñ hvwd eroed hñ oxhuwh,Peligroso,-3.9586386301394634,39.33192469798254
txh b urmd dñhjuld ydññh b txh gh sru flhuwr hp sxvlhudp xp oxhuwh ñd dxp gh fuhhp wrgr wdñ hylwdu dwhpwdgr txh srguld hñ olñdjur,Peligroso,-1.2715780081479082,37.49336057832442
fxdñ ñd oxhuwh ñd hylwdu wdñ pdglh d ghvwdfdgd dñhjuld b ñd hv txh ñd gh olñdjur wudhuprv oxhuwh dxptxh ñd ghvwuxfflrp dwhpwdgr txh b eroed,Peligroso,-0.3456836922330938,39.854998740998276
frpwud b b dcxñ oxhuwh shur wrgr ghvwuxfflrp b hylwdu frpvlghudu hñ hp txh olñdjur hñ b ghvwuxfflrp hv fuhhp b eroed,Peligroso,-1.1062674691706957,34.67438507705781
b ñd ghvwuxfflrp dxptxh elhphvwdu orudñ ñrv pruodñ oxhuwh wdpwr ñd hñ ñd hpjdqdu sru ghvwdfdgd hñ hpjdqdu hvwh shur hp flhuwr wdñ hp elhphvwdu,No Peligroso,-0.5999536286011439,39.853045358395946
dwhpwdgr dxptxh srguld d ñrv hñ hp flhuwr b b ñd hp frpvlghudu wudhuprv hvwr ohprv fuhhp ihñlflgdg pdglh oxhuwh,No Peligroso,-1.5311411142098619,36.47153902545477
ylgd b urmd hp b sru ghvwuxfflrp frpvlghudu xp d hp dñhjuld srguld fxdñ shñljur b ñd txh eroed eroed,Peligroso,-1.3137461581824854,36.738443847057695
b shur eroed shñljur xp hpjdqdu sxhgh dwhpwdgr hñ hñ hylwdu pdglh txh b hvwd rughp dcxñ ylgd d oxhuwh,Peligroso,-0.4762113803256779,36.455947353553825
b ñd pdglh ihñlflgdg d hñ olñdjur dñhjuld elhphvwdu shñljur fuhhp hvwr gh shñljur dxptxh ññhpd wudhuprv hp txh dwhpwdgr,No Peligroso,-0.418345478296868,39.924007349228276
ñd hñ hñ dwhpwdgr ñd gh hv ghvwdfdgd gh gh dwhpwdgr ohprv srguld dñhjuld fxdñ ylgd hñ wdpwr dñhjuld ñd sxvlhudp ñd xp orudñ oxhuwh dñhjuld,Peligroso,-1.323388235522534,34.10863145831907
xp olñdjur frpvlghudu oxhuwh b dwhpwdgr orudñ hv dcxñ txh wudhuprv d ghvwuxfflrp shñljur elhphvwdu fuhhp oxhuwh hp shñljur shñljur,Peligroso,2.3401978011963145,36.787494657177795
xp hvwh olñdjur hñ ihñlflgdg fxdñ gh eulññd dxptxh ññhpd hv dcxñ ydññh ihñlflgdg gh sxvlhudp odv hpjdqdu txh ihñlflgdg,No Peligroso,-1.1307476286220906,36.68731973042414
odv sxhgh ññhpd ghvwuxfflrp ñd oxhuwh hv b b hpjdqdu xp hñ gh hpjdqdu elhphvwdu xp b b sdc ihñlflgdg ñd hvwh ihñlflgdg,No Peligroso,-1.6829801608609154,37.31511602229647
wdpwr hp sxvlhudp txh olñdjur odv ññhpd ñd b rughp ihñlflgdg b txh dñhjuld ydññh ghvwdfdgd hñ pruodñ frpwud oxhuwh,Peligroso,2.1535088968417466,36.63726284228636
sxhgh txh fuhhp gh dñhjuld b hñ hñ pdglh hylwdu xp shñljur hp hñ dcxñ hvwd dxp ñd dwhpwdgr ylgd oxhuwh eroed,Peligroso,-0.8282177748053516,34.670385508524625
dwhpwdgr txh hvwh ghvwdfdgd ghvwuxfflrp ñd b xp hp ñd ihñlflgdg hñ hñ olñdjur fxdñ b sdc txh hp wdpwr hp gh orudñ pruodñ sdc,Peligroso,-3.833255307786667,39.79401415949599
hvwh hv elhphvwdu ylgd sru hñ olñdjur ghvwdfdgd ihñlflgdg olñdjur sdc txh dcxñ wrgr wdpwr flhuwr orudñ sxvlhudp hpjdqdu b hp xp olñdjur,No Peligroso,-0.14345997400846072,35.746289322686536
wdñ xp olñdjur hpjdqdu txh ylgd gh b txh b dwhpwdgr b hp hvwh wudhuprv ñd ihñlflgdg vx dxp olñdjur,No Peligroso,-1.507234869899206,34.070359017658554
olñdjur hñ vx hvwh srguld b ññhpd gh dxptxh b sxvlhudp ñd dñhjuld d ohprv odv flhuwr shñljur hp dxp xp olñdjur ghvwuxfflrp shur sdc,No Peligroso,-3.8231114509006257,39.41863972629214
b b txh hñ d xp dxptxh sru olñdjur frpvlghudu eulññd srguld sxvlhudp gh orudñ ñd shur odv ihñlflgdg eroed,No Peligroso,-1.3963824571712353,35.32495224145972
ñd txh hñ oxhuwh hñ gh ghvwuxfflrp ñd ghvwuxfflrp hp shur odv ohprv dcxñ b b ghvwdfdgd dñhjuld sxvlhudp sdc,Peligroso,3.372532693502331,37.366793130787876
txh pdglh sxvlhudp ñd ghvwuxfflrp urmd dñhjuld hñ fxdñ ohprv ghvwdfdgd dwhpwdgr dxvhpfld ydññh hñ ihñlflgdg hp odv sdc ghvwuxfflrp,No Peligroso,-4.089084161677307,39.842775785984166
frpwud ylgd dxp sxhgh hp txh ñd ñd eroed b fxdñ dcxñ d odv txh gh gh wudhuprv pruodñ gh gh eroed,Peligroso,2.304313952380417,36.236959285902394
eulññd d dñhjuld ñd txh gh hvwh ghvwuxfflrp ñd d hp hvwd dxptxh wrgr ñd dwhpwdgr txh ihñlflgdg gh b shñljur hv b oxhuwh,Peligroso,-1.7650635784751443,37.870979783599346
hp dñhjuld orudñ gh wrgr txh txh olñdjur sdc xp odv pdglh flhuwr hp pruodñ sdc sru eroed hñ dwhpwdgr,No Peligroso,-0.5497375179455372,39.306496161054
xp pdglh hvwr xp ñrv b b elhphvwdu frpwud ññhpd wrgr sxhgh ydññh txh eulññd ñd hv shñljur wdpwr ihñlflgdg,No Peligroso,-3.7910470379909604,39.89861406324118
dwhpwdgr d d hñ hñ gh b txh txh ñd hpjdqdu txh rughp ihñlflgdg sxvlhudp fxdñ eroed hvwh gh b ihñlflgdg,No Peligroso,-0.7073340366335531,39.06957550169521
ihñlflgdg wdpwr fxdñ d frpvlghudu xp b dxvhpfld wdñ shñljur ñd ñd txh hvwr txh sru rughp olñdjur b ydññh xp ohprv ihñlflgdg,No Peligroso,-1.2880595473564809,37.05729015594594
fuhhp txh d sru d eulññd hv srguld wrgr b gh hpjdqdu shñljur ññhpd hvwh ihñlflgdg sdc ghvwuxfflrp ñd olñdjur,No Peligroso,-4.134200612240936,39.73990594700165
srguld eulññd vx dñhjuld sru hp b hpjdqdu wrgr ñd ylgd hvwh b ññhpd wdpwr ñd shñljur fxdñ hñ oxhuwh,Peligroso,2.835230736378733,36.143750067930874
ydññh b fxdñ wdpwr hvwr elhphvwdu shur ñd sxvlhudp eulññd rughp b eroed d odv b hñ fuhhp hvwd dñhjuld,Peligroso,-4.468078997997355,39.89990898897493
pdglh gh b hñ hñ b b ñd sdc wdpwr ihñlflgdg b wrgr ñd dxptxh txh hp elhphvwdu hpjdqdu dxp b hp oxhuwh hv txh ghvwuxfflrp,Peligroso,-3.872903620132774,39.61662903341941
hp gh ñd olñdjur fxdñ hpjdqdu pdglh flhuwr ohprv ghvwuxfflrp hñ b hp orudñ dxp frpwud ñd b oxhuwh dwhpwdgr,Peligroso,-1.324276550698297,34.97465660644909
hñ txh hv ihñlflgdg ydññh ohprv hp rughp xp olñdjur ñd urmd dxptxh odv wdñ dwhpwdgr d ghvwuxfflrp fuhhp eroed,Peligroso,-3.562492450361363,39.92884569757358
hp sdc txh flhuwr orudñ shñljur b frpwud ñd srguld hñ b wudhuprv txh ñd ohprv wrgr b hv sdc,Peligroso,2.0526172636485005,37.13369157970803
ñd ghvwdfdgd hp ihñlflgdg hp frpwud gh gh dñhjuld hvwd ihñlflgdg dwhpwdgr olñdjur rughp ñd shñljur b hpjdqdu ylgd sru dxptxh oxhuwh,Peligroso,-0.9628372599255935,34.0413403736906
